freq_hz,K,n_target,state,scenario,qfi,eps_min,n_actual,theta,split,method
56.2,0.2972403017767778,2.0,sqz_vac,loss_post,18.449496624353415,0.23281327456091563,2.0,0.3141592653589793,,gaussian
56.2,0.2972403017767778,2.0,sqz_vac,loss_post_07,7.451358411221328,0.36633825572265055,2.0,0.47123889803846897,,gaussian
56.2,0.2972403017767778,2.0,sqz_vac,pn_pre,36.04376131636592,0.16656545958378527,1.9999998957484726,0.0,,fock(N=79)
56.2,0.2972403017767778,2.0,sqz_vac,pn_conc,37.837168593706664,0.16257010451918255,1.9999998957484726,0.0,,fock(N=80)
56.2,0.2972403017767778,2.0,sqz_vac,pn_post,39.59416755802853,0.15892213530689397,1.9999998957484726,0.0,,fock(N=80)
56.2,0.2972403017767778,2.0,sqz_vac,pn_then_loss,8.788524963651751,0.33731993243379843,1.9999999311862524,0.0,,fock(N=82)
56.2,0.2972403017767778,2.0,sqz_vac,loss_then_pn,10.527440762332734,0.308204231322177,1.9999999311862524,0.0,,fock(N=82)
56.2,0.2972403017767778,2.0,cat,lossless,36.522705062589324,0.1654697199634403,1.9999999999999982,,,fock(N=78)
56.2,0.2972403017767778,2.0,cat,loss_pre,17.073098331722353,0.2420158609446017,1.9999999999999982,,,fock(N=79)
56.2,0.2972403017767778,2.0,cat,loss_conc,15.882255762444387,0.250924985233317,1.9999999999999982,,,fock(N=79)
56.2,0.2972403017767778,2.0,cat,loss_post,14.551883481923053,0.26214428594701283,1.9999999999999982,,,fock(N=79)
