id,state_type,loss_config,eta,pn,N_target,n_sups,N_basis,qfi,N_actual,gradient_refined,cost_final,valid,notes,qfi_converged,N_basis_converged
sqz_coh_loss_in_eta0p25_pn0_Nt5_ns2,sqz_coh,loss_in,0.25,0,5,2,50,5.24382,4.99995,false,-5.24382,,,5.25116,75
sqz_coh_loss_in_eta0p25_pn0_Nt5_ns3,sqz_coh,loss_in,0.25,0,5,3,50,5.24325,5,true,-5.24325,,,5.25019,75
sqz_coh_loss_in_eta0p25_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.25,0.1,5,1,50,5.00884,4.98368,true,-5.00884,,,5.00817,75
sqz_coh_loss_in_eta0p25_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.25,0.1,5,2,50,5.01142,4.46679,true,-5.01142,,,5.01184,75
sqz_coh_loss_in_eta0p25_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.25,0.1,5,3,50,5.0109,5,true,-5.0109,,,5.01082,75
sqz_coh_loss_in_eta0p25_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.25,0.2,1,2,50,4.7382,0.999993,false,-4.7382,,,4.7382,75
sqz_coh_loss_in_eta0p25_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.25,0.2,5,1,50,4.75034,4.99995,false,-4.75034,,,4.75033,75
sqz_coh_loss_in_eta0p25_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.25,0.2,5,2,50,4.77719,4.99998,false,-4.77719,,,4.77719,75
sqz_coh_loss_in_eta0p25_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.25,0.2,5,3,50,4.77636,4.99869,false,-4.77636,,,4.77628,75
sqz_coh_loss_in_eta0p2_pn0_Nt5_ns1,sqz_coh,loss_in,0.2,0,5,1,50,4.92607,4.71363,false,-4.92606,,,4.93942,75
sqz_coh_loss_in_eta0p2_pn0_Nt5_ns2,sqz_coh,loss_in,0.2,0,5,2,50,4.93485,4.99992,false,-4.93485,,,4.93988,75
sqz_coh_loss_in_eta0p2_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.2,0.1,5,1,50,4.76667,5,true,-4.76667,,,4.76692,75
sqz_coh_loss_in_eta0p2_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.2,0.1,5,2,50,4.76901,4.99691,true,-4.76901,,,4.76892,75
sqz_coh_loss_in_eta0p2_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.2,0.1,5,3,50,4.76668,4.99989,true,-4.76668,,,4.76674,75
sqz_coh_loss_in_eta0p2_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.2,0.2,1,2,50,4.56698,1.00004,false,-4.56679,,,4.5668,75
sqz_coh_loss_in_eta0p2_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.2,0.2,5,1,50,4.57359,4.99995,false,-4.57359,,,4.57359,75
sqz_coh_loss_in_eta0p2_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.2,0.2,5,2,50,4.58724,4.99997,false,-4.58724,,,4.58715,75
sqz_coh_loss_in_eta0p2_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.2,0.2,5,3,50,4.58612,4.9999,false,-4.58612,,,4.58605,75
sqz_coh_loss_in_eta0p35_pn0_Nt5_ns1,sqz_coh,loss_in,0.35,0,5,1,50,5.98779,4.99991,false,-5.98779,,,6.00516,75
sqz_coh_loss_in_eta0p35_pn0_Nt5_ns2,sqz_coh,loss_in,0.35,0,5,2,50,5.97809,4.95508,false,-5.97809,,,5.99138,75
sqz_coh_loss_in_eta0p35_pn0_Nt5_ns3,sqz_coh,loss_in,0.35,0,5,3,50,5.99164,5,true,-5.99164,,,6.00442,75
sqz_coh_loss_in_eta0p35_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.35,0.1,5,1,50,5.5955,4.79418,true,-5.5955,,,5.57383,75
sqz_coh_loss_in_eta0p35_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.35,0.1,5,2,50,5.59653,4.89466,true,-5.59653,,,5.57535,75
sqz_coh_loss_in_eta0p35_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.35,0.1,5,3,50,5.59836,4.97655,true,-5.59836,,,5.57527,75
sqz_coh_loss_in_eta0p35_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.35,0.2,1,2,50,5.13051,0.999917,false,-5.13051,,,5.13051,75
sqz_coh_loss_in_eta0p35_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.35,0.2,5,1,50,5.15666,4.99995,false,-5.15666,,,5.15666,75
sqz_coh_loss_in_eta0p35_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.35,0.2,5,2,50,5.23186,4.99998,false,-5.23186,,,5.23186,75
sqz_coh_loss_in_eta0p35_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.35,0.2,5,3,50,5.23092,4.99998,false,-5.23092,,,5.23092,75
sqz_coh_loss_in_eta0p3_pn0_Nt5_ns1,sqz_coh,loss_in,0.3,0,5,1,50,5.58768,4.99991,false,-5.58768,,,5.60351,75
sqz_coh_loss_in_eta0p3_pn0_Nt5_ns2,sqz_coh,loss_in,0.3,0,5,2,50,5.58757,4.99991,false,-5.58757,,,5.60325,75
sqz_coh_loss_in_eta0p3_pn0_Nt5_ns3,sqz_coh,loss_in,0.3,0,5,3,50,5.5925,5,true,-5.5925,,,5.60339,75
sqz_coh_loss_in_eta0p3_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.3,0.1,5,1,50,5.27662,3.89082,true,-5.27662,,,5.27575,75
sqz_coh_loss_in_eta0p3_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.3,0.1,5,2,50,5.28139,4.98276,true,-5.28139,,,5.28143,75
sqz_coh_loss_in_eta0p3_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.3,0.1,5,3,50,5.28413,4.98329,true,-5.28413,,,5.28403,75
sqz_coh_loss_in_eta0p3_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.3,0.2,1,2,50,4.9252,0.999995,false,-4.9252,,,4.9252,75
sqz_coh_loss_in_eta0p3_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.3,0.2,5,1,50,4.94387,4.99899,false,-4.94387,,,4.94387,75
sqz_coh_loss_in_eta0p3_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.3,0.2,5,2,50,4.99046,5,false,-4.99046,,,4.99046,75
sqz_coh_loss_in_eta0p3_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.3,0.2,5,3,50,4.99077,4.99998,false,-4.99077,,,4.99079,75
sqz_coh_loss_in_eta0p45_pn0_Nt5_ns1,sqz_coh,loss_in,0.45,0,5,1,50,6.98722,4.99991,false,-6.98722,,,7.00987,75
sqz_coh_loss_in_eta0p45_pn0_Nt5_ns2,sqz_coh,loss_in,0.45,0,5,2,50,6.98743,4.99991,false,-6.98743,,,7.01025,75
sqz_coh_loss_in_eta0p45_pn0_Nt5_ns3,sqz_coh,loss_in,0.45,0,5,3,50,6.99106,4.99688,true,-6.99106,,,7.00715,75
sqz_coh_loss_in_eta0p45_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.45,0.1,5,1,50,6.29605,5,true,-6.29605,,,6.29632,75
sqz_coh_loss_in_eta0p45_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.45,0.1,5,2,50,6.29614,5,true,-6.29614,,,6.29768,75
sqz_coh_loss_in_eta0p45_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.45,0.1,5,3,50,6.29624,4.99999,true,-6.29624,,,6.29679,75
sqz_coh_loss_in_eta0p45_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.45,0.2,1,2,50,5.61035,0.999997,false,-5.61035,,,5.61035,75
sqz_coh_loss_in_eta0p45_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.45,0.2,5,1,50,5.65389,4.99995,false,-5.65389,,,5.6539,75
sqz_coh_loss_in_eta0p45_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.45,0.2,5,2,50,5.82475,4.99999,false,-5.82475,,,5.82475,75
sqz_coh_loss_in_eta0p45_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.45,0.2,5,3,50,5.65748,4.99995,false,-5.65748,,,5.65748,75
sqz_coh_loss_in_eta0p4_pn0_Nt5_ns1,sqz_coh,loss_in,0.4,0,5,1,50,6.44894,4.99991,false,-6.44894,,,6.46887,75
sqz_coh_loss_in_eta0p4_pn0_Nt5_ns2,sqz_coh,loss_in,0.4,0,5,2,50,6.45396,4.99833,false,-6.45396,,,6.46994,75
sqz_coh_loss_in_eta0p4_pn0_Nt5_ns3,sqz_coh,loss_in,0.4,0,5,3,50,6.44987,4.93326,true,-6.44987,,,6.45991,75
sqz_coh_loss_in_eta0p4_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.4,0.1,5,1,50,5.92647,2.56672,true,-5.92647,,,5.91039,75
sqz_coh_loss_in_eta0p4_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.4,0.1,5,2,50,5.931,2.59862,true,-5.931,,,5.90713,75
sqz_coh_loss_in_eta0p4_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.4,0.1,5,3,50,5.92785,4.19816,true,-5.92785,,,5.92418,75
sqz_coh_loss_in_eta0p4_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.4,0.2,1,2,50,5.35734,1,false,-5.35734,,,5.35734,75
sqz_coh_loss_in_eta0p4_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.4,0.2,5,1,50,5.39194,4.99995,false,-5.39194,,,5.39194,75
sqz_coh_loss_in_eta0p4_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.4,0.2,5,2,50,5.50734,4.99998,false,-5.50734,,,5.50734,75
sqz_coh_loss_in_eta0p4_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.4,0.2,5,3,50,5.48514,4.99998,false,-5.48514,,,5.48514,75
sqz_coh_loss_in_eta0p55_pn0_Nt5_ns1,sqz_coh,loss_in,0.55,0,5,1,50,8.38859,4.99991,false,-8.38859,,,8.41932,75
sqz_coh_loss_in_eta0p55_pn0_Nt5_ns2,sqz_coh,loss_in,0.55,0,5,2,50,8.39432,4.99999,false,-8.39432,,,8.4131,75
sqz_coh_loss_in_eta0p55_pn0_Nt5_ns3,sqz_coh,loss_in,0.55,0,5,3,50,8.39267,5,true,-8.39267,,,8.42596,75
sqz_coh_loss_in_eta0p55_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.55,0.1,5,1,50,7.24252,5,true,-7.24252,,,7.24301,75
sqz_coh_loss_in_eta0p55_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.55,0.1,5,2,50,7.28923,4.99989,true,-7.28923,,,7.29046,75
sqz_coh_loss_in_eta0p55_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.55,0.1,5,3,50,7.26171,5,true,-7.26171,,,7.26278,75
sqz_coh_loss_in_eta0p55_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.55,0.2,1,2,50,6.22053,0.999999,false,-6.22053,,,6.22053,75
sqz_coh_loss_in_eta0p55_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.55,0.2,5,1,50,6.28072,4.99996,false,-6.28072,,,6.28072,75
sqz_coh_loss_in_eta0p55_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.55,0.2,5,2,50,6.63785,4.99999,false,-6.63785,,,6.63785,75
sqz_coh_loss_in_eta0p55_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.55,0.2,5,3,50,6.56607,5.00001,false,-6.56607,,,6.56176,75
sqz_coh_loss_in_eta0p5_pn0_Nt5_ns1,sqz_coh,loss_in,0.5,0,5,1,50,7.62405,4.99991,false,-7.62405,,,7.64971,75
sqz_coh_loss_in_eta0p5_pn0_Nt5_ns2,sqz_coh,loss_in,0.5,0,5,2,50,7.62423,4.99991,false,-7.62423,,,7.64999,75
sqz_coh_loss_in_eta0p5_pn0_Nt5_ns3,sqz_coh,loss_in,0.5,0,5,3,50,7.62114,4.99993,true,-7.62114,,,7.6343,75
sqz_coh_loss_in_eta0p5_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.5,0.1,5,1,50,6.73452,5,true,-6.73452,,,6.73494,75
sqz_coh_loss_in_eta0p5_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.5,0.1,5,2,50,6.73477,5,true,-6.73477,,,6.73498,75
sqz_coh_loss_in_eta0p5_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.5,0.1,5,3,50,6.78406,4.99972,true,-6.78406,,,6.78408,75
sqz_coh_loss_in_eta0p5_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.5,0.2,1,2,50,5.89546,1,false,-5.89546,,,5.89546,75
sqz_coh_loss_in_eta0p5_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.5,0.2,5,1,50,5.94772,4.99996,false,-5.94772,,,5.94772,75
sqz_coh_loss_in_eta0p5_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.5,0.2,5,2,50,6.19471,4.99999,false,-6.19471,,,6.19471,75
sqz_coh_loss_in_eta0p5_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.5,0.2,5,3,50,6.16884,4.99998,false,-6.16884,,,6.16907,75
sqz_coh_loss_in_eta0p65_pn0_Nt5_ns1,sqz_coh,loss_in,0.65,0,5,1,50,10.4928,4.99992,false,-10.4928,,,10.5355,75
sqz_coh_loss_in_eta0p65_pn0_Nt5_ns2,sqz_coh,loss_in,0.65,0,5,2,50,10.4709,4.99993,false,-10.4709,,,10.5449,75
sqz_coh_loss_in_eta0p65_pn0_Nt5_ns3,sqz_coh,loss_in,0.65,0,5,3,50,10.5043,4.99995,true,-10.5043,,,10.5029,75
sqz_coh_loss_in_eta0p65_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.65,0.1,5,1,50,8.55094,5,true,-8.55094,,,8.55118,75
sqz_coh_loss_in_eta0p65_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.65,0.1,5,2,50,8.70892,4.99934,true,-8.70892,,,8.70893,75
sqz_coh_loss_in_eta0p65_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.65,0.1,5,3,50,8.70952,4.99998,true,-8.70952,,,8.70897,75
sqz_coh_loss_in_eta0p65_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.65,0.2,1,2,50,7.0476,1,false,-7.04759,,,7.0476,75
sqz_coh_loss_in_eta0p65_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.65,0.2,5,1,50,7.10818,4.99996,false,-7.10818,,,7.10818,75
sqz_coh_loss_in_eta0p65_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.65,0.2,5,2,50,7.70752,4.99999,false,-7.70752,,,7.70748,75
sqz_coh_loss_in_eta0p65_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.65,0.2,5,3,50,7.72246,4.99996,false,-7.72246,,,7.72244,75
sqz_coh_loss_in_eta0p6_pn0_Nt5_ns1,sqz_coh,loss_in,0.6,0,5,1,50,9.32319,4.99991,false,-9.32319,,,9.35943,75
sqz_coh_loss_in_eta0p6_pn0_Nt5_ns2,sqz_coh,loss_in,0.6,0,5,2,50,9.33275,4.9999,false,-9.33275,,,9.36258,75
sqz_coh_loss_in_eta0p6_pn0_Nt5_ns3,sqz_coh,loss_in,0.6,0,5,3,50,9.33521,4.99997,true,-9.33521,,,9.36542,75
sqz_coh_loss_in_eta0p6_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.6,0.1,5,1,50,7.83899,5,true,-7.83899,,,7.83926,75
sqz_coh_loss_in_eta0p6_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.6,0.1,5,2,50,7.84094,5,true,-7.84094,,,7.83794,75
sqz_coh_loss_in_eta0p6_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.6,0.1,5,3,50,7.94535,4.99997,true,-7.94535,,,7.94465,75
sqz_coh_loss_in_eta0p6_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.6,0.2,1,2,50,6.59838,1,false,-6.59838,,,6.59838,75
sqz_coh_loss_in_eta0p6_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.6,0.2,5,1,50,6.66262,4.99994,false,-6.66262,,,6.66262,75
sqz_coh_loss_in_eta0p6_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.6,0.2,5,2,50,7.15759,4.99999,false,-7.15759,,,7.15759,75
sqz_coh_loss_in_eta0p6_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.6,0.2,5,3,50,6.68257,4.99996,false,-6.68257,,,6.68345,75
sqz_coh_loss_in_eta0p71_pn0_Nt5_ns1,sqz_coh,loss_in,0.71,0,5,1,50,12.3527,5,true,-12.3527,,,12.409,75
sqz_coh_loss_in_eta0p71_pn0_Nt5_ns2,sqz_coh,loss_in,0.71,0,5,2,50,12.3532,4.99999,true,-12.3532,,,12.4088,75
sqz_coh_loss_in_eta0p71_pn0_Nt5_ns3,sqz_coh,loss_in,0.71,0,5,3,50,12.3559,4.99999,true,-12.3559,,,12.4068,75
sqz_coh_loss_in_eta0p71_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.71,0.1,5,1,50,9.61568,5,true,-9.61568,,,9.61582,75
sqz_coh_loss_in_eta0p71_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.71,0.1,5,2,50,9.62435,4.95097,true,-9.62435,,,9.60412,75
sqz_coh_loss_in_eta0p73_pn0_Nt5_ns1,sqz_coh,loss_in,0.73,0,5,1,50,13.1283,5,true,-13.1283,,,13.1906,75
sqz_coh_loss_in_eta0p73_pn0_Nt5_ns2,sqz_coh,loss_in,0.73,0,5,2,50,13.1353,5,true,-13.1353,,,13.1763,75
sqz_coh_loss_in_eta0p73_pn0_Nt5_ns3,sqz_coh,loss_in,0.73,0,5,3,50,13.1536,4.99993,true,-13.1536,,,13.1785,75
sqz_coh_loss_in_eta0p73_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.73,0.1,5,1,50,10.0386,5,true,-10.0386,,,10.0387,75
sqz_coh_loss_in_eta0p73_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.73,0.1,5,2,50,10.041,4.99698,true,-10.041,,,10.0277,75
sqz_coh_loss_in_eta0p73_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.73,0.1,5,3,50,10.3847,4.99835,true,-10.3847,,,10.3847,75
sqz_coh_loss_in_eta0p73_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.73,0.2,5,1,50,8.01494,5,true,-8.01494,,,8.01494,75
sqz_coh_loss_in_eta0p73_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.73,0.2,5,2,50,9.25522,5,true,-9.25522,,,9.25522,75
sqz_coh_loss_in_eta0p74_pn0_Nt5_ns1,sqz_coh,loss_in,0.74,0,5,1,50,13.5538,5,true,-13.5538,,,13.6194,75
sqz_coh_loss_in_eta0p75_pn0_Nt5_ns1,sqz_coh,loss_in,0.75,0,5,1,50,14.0069,4.99992,false,-14.0069,,,14.0755,75
sqz_coh_loss_in_eta0p75_pn0_Nt5_ns2,sqz_coh,loss_in,0.75,0,5,2,50,14.0088,4.99992,false,-14.0088,,,14.0765,75
sqz_coh_loss_in_eta0p75_pn0_Nt5_ns3,sqz_coh,loss_in,0.75,0,5,3,50,14.0097,5,true,-14.0097,,,14.0759,75
sqz_coh_loss_in_eta0p75_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.75,0.1,5,1,50,10.505,5,true,-10.505,,,10.505,75
sqz_coh_loss_in_eta0p75_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.75,0.1,5,2,50,10.5508,5,true,-10.5508,,,10.5504,75
sqz_coh_loss_in_eta0p75_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.75,0.1,5,3,50,10.7455,4.99394,true,-10.7455,,,10.7385,75
sqz_coh_loss_in_eta0p75_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.75,0.2,1,2,50,8.32316,1,false,-8.32316,,,8.32316,75
sqz_coh_loss_in_eta0p75_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.75,0.2,5,1,50,8.29556,4.99989,false,-8.29556,,,8.29556,75
sqz_coh_loss_in_eta0p75_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.75,0.2,5,2,50,9.6884,4.99999,false,-9.6884,,,9.6884,75
sqz_coh_loss_in_eta0p75_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.75,0.2,5,3,50,9.87983,5,false,-9.87983,,,9.87983,75
sqz_coh_loss_in_eta0p76_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.76,0.1,5,1,50,10.7569,5,true,-10.7569,,,10.7568,75
sqz_coh_loss_in_eta0p76_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.76,0.1,5,3,50,11.2407,4.99969,true,-11.2407,,,11.2408,75
sqz_coh_loss_in_eta0p76_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.76,0.2,5,1,50,8.44709,5,true,-8.44709,,,8.44709,75
sqz_coh_loss_in_eta0p76_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.76,0.2,5,2,50,9.97465,4.99998,true,-9.97465,,,9.97465,75
sqz_coh_loss_in_eta0p76_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.76,0.2,5,3,50,10.1388,4.99948,true,-10.1388,,,10.1388,75
sqz_coh_loss_in_eta0p77_pn0_Nt5_ns1,sqz_coh,loss_in,0.77,0,5,1,50,15.0139,5,true,-15.0139,,,15.0915,75
sqz_coh_loss_in_eta0p77_pn0_Nt5_ns2,sqz_coh,loss_in,0.77,0,5,2,50,15.0161,5,true,-15.0161,,,15.0862,75
sqz_coh_loss_in_eta0p77_pn0_Nt5_ns3,sqz_coh,loss_in,0.77,0,5,3,50,15.0447,4.99998,true,-15.0447,,,15.0349,75
sqz_coh_loss_in_eta0p78_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.78,0.2,5,1,50,8.77653,5,true,-8.77653,,,8.77653,75
sqz_coh_loss_in_eta0p79_pn0_Nt5_ns2,sqz_coh,loss_in,0.79,0,5,2,50,16.1778,5,true,-16.1778,,,16.2387,75
sqz_coh_loss_in_eta0p79_pn0_Nt5_ns3,sqz_coh,loss_in,0.79,0,5,3,50,16.2141,5.00001,true,-16.2141,,,16.1549,75
sqz_coh_loss_in_eta0p79_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.79,0.1,5,1,50,11.6023,5,true,-11.6023,,,11.602,75
sqz_coh_loss_in_eta0p79_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.79,0.1,5,2,50,12.2787,4.99977,true,-12.2787,,,12.2787,75
sqz_coh_loss_in_eta0p79_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.79,0.1,5,3,50,12.2425,4.99803,true,-12.2425,,,12.2426,75
sqz_coh_loss_in_eta0p79_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.79,0.2,5,1,50,8.95673,5,true,-8.95673,,,8.95673,75
sqz_coh_loss_in_eta0p79_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.79,0.2,5,2,50,10.8488,4.99973,true,-10.8488,,,10.8488,75
sqz_coh_loss_in_eta0p7_pn0_Nt5_ns1,sqz_coh,loss_in,0.7,0,5,1,50,11.9977,4.99992,false,-11.9977,,,12.0513,75
sqz_coh_loss_in_eta0p7_pn0_Nt5_ns2,sqz_coh,loss_in,0.7,0,5,2,50,11.9996,4.99992,false,-11.9996,,,12.0509,75
sqz_coh_loss_in_eta0p7_pn0_Nt5_ns3,sqz_coh,loss_in,0.7,0,5,3,50,12.0224,5,true,-12.0224,,,12.0701,75
sqz_coh_loss_in_eta0p7_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.7,0.1,5,1,50,9.41851,5,true,-9.41851,,,9.41867,75
sqz_coh_loss_in_eta0p7_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.7,0.1,5,2,50,9.42092,4.99998,true,-9.42092,,,9.42033,75
sqz_coh_loss_in_eta0p7_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.7,0.1,5,3,50,9.47588,5,true,-9.47588,,,9.47426,75
sqz_coh_loss_in_eta0p7_pn0p2_Nt1_ns2,sqz_coh,loss_in,0.7,0.2,1,2,50,7.59964,1,false,-7.59964,,,7.59964,75
sqz_coh_loss_in_eta0p7_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.7,0.2,5,1,50,7.6399,4.9999,false,-7.6399,,,7.6399,75
sqz_coh_loss_in_eta0p7_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.7,0.2,5,2,50,8.64602,4.99998,false,-8.64602,,,8.64602,75
sqz_coh_loss_in_eta0p7_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.7,0.2,5,3,50,8.63297,4.99999,false,-8.63297,,,8.63268,75
sqz_coh_loss_in_eta0p81_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.81,0.2,5,1,50,9.35529,4.99996,false,-9.35529,,,9.35528,75
sqz_coh_loss_in_eta0p81_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.81,0.2,5,2,50,11.6888,4.99991,false,-11.6888,,,11.6888,75
sqz_coh_loss_in_eta0p81_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.81,0.2,5,3,50,11.0993,4.99999,false,-11.0993,,,11.0993,75
sqz_coh_loss_in_eta0p82_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.82,0.1,5,1,50,12.6185,5,true,-12.6185,,,12.6177,75
sqz_coh_loss_in_eta0p82_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.82,0.1,5,2,50,13.3164,4.99999,true,-13.3164,,,13.3164,75
sqz_coh_loss_in_eta0p82_pn0p1_Nt5_ns3,sqz_coh,loss_in,0.82,0.1,5,3,50,13.1938,5,true,-13.1938,,,13.1936,75
sqz_coh_loss_in_eta0p82_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.82,0.2,5,1,50,9.57792,4.99997,false,-9.57792,,,9.57792,75
sqz_coh_loss_in_eta0p82_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.82,0.2,5,2,50,11.4617,4.99999,false,-11.4617,,,11.4617,75
sqz_coh_loss_in_eta0p82_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.82,0.2,5,3,50,12.3077,5,false,-12.3077,,,12.3077,75
sqz_coh_loss_in_eta0p83_pn0_Nt5_ns1,sqz_coh,loss_in,0.83,0,5,1,50,19.1384,5,true,-19.1384,,,19.254,75
sqz_coh_loss_in_eta0p83_pn0_Nt5_ns2,sqz_coh,loss_in,0.83,0,5,2,50,19.1688,5,true,-19.1688,,,19.2653,75
sqz_coh_loss_in_eta0p83_pn0_Nt5_ns3,sqz_coh,loss_in,0.83,0,5,3,50,19.1838,5.00001,true,-19.1838,,,19.2964,75
sqz_coh_loss_in_eta0p83_pn0p1_Nt5_ns1,sqz_coh,loss_in,0.83,0.1,5,1,50,13.0063,5,true,-13.0063,,,13.0052,75
sqz_coh_loss_in_eta0p83_pn0p1_Nt5_ns2,sqz_coh,loss_in,0.83,0.1,5,2,50,13.4542,4.99999,true,-13.4542,,,13.4524,75
sqz_coh_loss_in_eta0p83_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.83,0.2,5,1,50,9.81859,4.99998,false,-9.81859,,,9.81858,75
sqz_coh_loss_in_eta0p83_pn0p2_Nt5_ns2,sqz_coh,loss_in,0.83,0.2,5,2,50,12.5325,4.99999,false,-12.5325,,,12.5325,75
sqz_coh_loss_in_eta0p83_pn0p2_Nt5_ns3,sqz_coh,loss_in,0.83,0.2,5,3,50,12.8774,4.99999,false,-12.8774,,,12.8774,75
sqz_coh_loss_in_eta0p84_pn0p2_Nt5_ns1,sqz_coh,loss_in,0.84,0.2,5,1,50,10.0827,4.99997,false,-10.0827,,,10.0827,75
